,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,WhetherRemodelled,AgeofProperty
99,20,RL,77.0,9320,IR1,Inside,NAmes,1Story,4,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,569,381,950,Fa,1225,0,1225,1,1,1,3,TA,6,0,None,None,None,0,0,352,0,128950,0,51
100,20,RL,69.0,10603,IR1,Inside,NWAmes,1Story,6,7,Gable,Plywood,Plywood,BrkFace,28.0,TA,PConc,TA,Mn,ALQ,1200,410,1610,Gd,1610,0,1610,1,2,0,3,Gd,6,2,TA,Attchd,RFn,2,480,168,68,205000,1,33
101,60,RL,77.0,9206,Reg,Inside,SawyerW,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,CBlock,Gd,No,Unf,0,741,741,TA,977,755,1732,0,2,1,3,Gd,7,1,TA,Attchd,Fin,2,476,192,46,178000,0,25
102,90,RL,64.0,7018,Reg,Inside,SawyerW,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,TA,Slab,None,None,None,0,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,None,Attchd,Unf,2,410,0,0,118964,0,30
103,20,RL,94.0,10402,IR1,Corner,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,1226,1226,Ex,1226,0,1226,0,2,0,3,Gd,6,0,None,Attchd,RFn,3,740,0,36,198900,0,1
104,50,RM,69.0,7758,Reg,Corner,IDOTRR,1.5Fin,7,4,Gable,Stucco,Stucco,BrkFace,600.0,TA,PConc,TA,No,LwQ,224,816,1040,Ex,1226,592,1818,0,1,1,4,TA,7,2,TA,Detchd,Unf,1,240,0,0,169500,1,76
105,60,FV,75.0,9375,Reg,Inside,Somerst,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,PConc,Ex,No,Unf,0,1053,1053,Ex,1053,939,1992,0,2,1,3,Gd,9,1,Gd,Attchd,RFn,2,648,140,45,250000,1,5
106,30,RM,60.0,10800,Reg,Inside,OldTown,1Story,4,7,Mansard,VinylSd,VinylSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,641,641,Gd,1047,0,1047,0,1,0,2,TA,6,0,None,Detchd,Unf,1,273,0,0,100000,1,122
107,20,RM,50.0,6000,Reg,Inside,OldTown,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,ALQ,104,516,789,Ex,789,0,789,0,1,0,2,TA,5,0,None,Detchd,Unf,1,250,0,0,115000,1,60
108,50,RM,85.0,8500,Reg,Corner,IDOTRR,1.5Fin,5,7,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,No,Unf,0,793,793,TA,997,520,1517,0,2,0,3,Fa,7,0,None,None,None,0,0,0,0,115000,1,88
109,20,RL,105.0,11751,IR1,Inside,NWAmes,1Story,6,6,Hip,Plywood,Plywood,BrkFace,480.0,TA,CBlock,Gd,No,BLQ,705,1139,1844,Ex,1844,0,1844,0,2,0,3,TA,7,1,TA,Attchd,RFn,2,546,0,122,190000,0,33
110,50,RL,75.0,9525,Reg,Inside,Edwards,1.5Fin,6,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,444,550,994,Gd,1216,639,1855,0,2,0,4,TA,7,0,None,Attchd,Unf,1,325,182,0,136900,1,52
111,80,RL,69.0,7750,IR1,Inside,Gilbert,SLvl,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,250,134,384,Ex,774,656,1430,0,2,1,3,TA,7,1,TA,BuiltIn,Fin,2,400,180,0,180000,0,10
112,60,RL,77.0,9965,Reg,Inside,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,Stone,220.0,Gd,PConc,Ex,Av,GLQ,984,280,1264,Ex,1282,1414,2696,1,2,1,4,Ex,10,1,Gd,BuiltIn,Fin,3,792,120,184,383970,0,0
113,20,RL,69.0,21000,Reg,Corner,Crawfor,1Story,6,5,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,Gd,Mn,ALQ,35,905,1809,TA,2259,0,2259,1,2,0,3,Gd,7,2,Gd,Basment,Unf,2,450,166,120,217000,0,54
114,70,RL,61.0,7259,IR1,Inside,Crawfor,2Story,6,8,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,ALQ,774,104,1028,Ex,1436,884,2320,1,2,1,3,Gd,9,1,TA,Detchd,Unf,1,180,224,0,259500,1,62
115,160,FV,34.0,3230,Reg,Corner,Somerst,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,No,GLQ,419,310,729,Gd,729,729,1458,0,2,1,2,TA,5,1,Fa,Detchd,Unf,2,440,0,32,176000,0,8
116,20,RL,69.0,11616,Reg,Inside,Sawyer,1Story,5,5,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,No,LwQ,170,252,1092,TA,1092,0,1092,0,1,0,3,TA,6,1,Po,Attchd,Unf,1,288,0,20,139000,0,47
117,20,RL,74.0,8536,Reg,Corner,Edwards,1Story,5,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,1125,1125,Gd,1125,0,1125,0,1,1,2,TA,5,0,None,Attchd,Unf,2,430,80,64,155000,1,1
118,60,RL,90.0,12376,Reg,Corner,SawyerW,2Story,7,5,Hip,Plywood,Plywood,None,0.0,TA,PConc,Gd,Mn,GLQ,1470,203,1673,Gd,1699,1523,3222,1,3,0,5,Gd,11,2,TA,Attchd,Unf,3,594,367,0,320000,0,20
119,60,RL,65.0,8461,Reg,Inside,CollgCr,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Gd,Attchd,Fin,2,390,0,24,163990,1,1
120,80,RL,69.0,21453,IR1,CulDSac,ClearCr,SLvl,6,5,Flat,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,ALQ,938,0,938,Ex,988,0,988,1,1,0,1,TA,4,2,TA,Attchd,Unf,2,540,0,130,180000,0,37
121,50,RM,50.0,6060,Reg,Inside,IDOTRR,1.5Fin,4,5,Gable,AsbShng,AsbShng,None,0.0,TA,PConc,TA,No,Unf,0,732,732,Gd,772,351,1123,0,1,0,3,TA,4,0,None,Detchd,Unf,1,264,0,0,100000,1,68
122,20,RL,75.0,9464,Reg,Corner,NAmes,1Story,6,7,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,CBlock,TA,No,BLQ,570,510,1080,Gd,1080,0,1080,0,1,0,3,TA,5,0,None,Attchd,Unf,1,288,0,0,136000,0,50
123,120,RL,55.0,7892,Reg,Inside,SawyerW,1Story,6,5,Gable,Plywood,Plywood,None,0.0,Gd,PConc,Gd,No,GLQ,300,899,1199,Ex,1199,0,1199,0,2,0,2,Gd,5,0,None,Attchd,RFn,2,530,0,63,153900,0,15
124,20,RL,48.0,17043,IR1,CulDSac,NWAmes,1Story,6,5,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,Unf,0,1362,1362,TA,1586,0,1586,0,2,0,3,TA,7,1,TA,Attchd,Unf,2,435,192,0,181000,1,30
125,190,RM,60.0,6780,Reg,Inside,IDOTRR,1.5Fin,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,GLQ,490,30,520,Gd,520,0,754,1,1,0,2,TA,5,0,None,None,None,0,0,53,0,84500,1,71
126,120,RL,69.0,4928,IR1,Inside,NPkVill,1Story,6,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,No,ALQ,120,958,1078,TA,958,0,958,0,2,0,2,TA,5,1,TA,Attchd,RFn,2,440,0,205,128000,0,31
127,45,RM,55.0,4388,IR1,Inside,OldTown,1.5Unf,5,7,Gable,WdShing,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,116,556,672,Ex,840,0,840,0,1,0,3,TA,5,1,TA,None,None,0,0,0,0,87000,1,77
128,60,RL,69.0,7590,Reg,Inside,NAmes,2Story,6,5,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,CBlock,TA,No,BLQ,512,148,660,TA,660,688,1348,0,1,1,3,TA,6,1,Fa,Attchd,RFn,2,453,188,108,155000,0,40
129,20,RL,69.0,8973,Reg,Inside,NAmes,1Story,5,7,Gable,Plywood,Plywood,BrkFace,85.0,TA,CBlock,TA,No,Rec,567,413,1008,TA,1053,0,1053,0,1,1,3,Ex,6,0,None,2Types,RFn,2,750,0,80,150000,1,48
130,60,RL,88.0,14200,Reg,Corner,NAmes,2Story,7,6,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,CBlock,TA,No,Rec,445,479,924,Ex,1216,941,2157,0,2,1,4,Gd,8,2,Gd,Attchd,Fin,2,487,105,66,226000,0,40
131,60,RL,69.0,12224,IR1,Corner,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,PConc,Gd,No,GLQ,695,297,992,Ex,1022,1032,2054,1,2,1,3,Gd,7,1,TA,BuiltIn,RFn,2,390,24,48,244000,0,9
132,20,RL,75.0,7388,Reg,Corner,NAmes,1Story,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,405,658,1063,Gd,1327,0,1327,1,1,0,3,Gd,7,0,None,Detchd,Unf,2,624,0,0,150750,1,48
133,20,RL,69.0,6853,IR1,Inside,Timber,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,136.0,Gd,PConc,Ex,No,GLQ,1005,262,1267,Ex,1296,0,1296,1,2,0,2,Gd,6,0,None,Attchd,Fin,2,471,192,25,220000,1,8
134,20,RL,78.0,10335,IR1,Inside,Sawyer,1Story,5,6,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,Rec,570,891,1461,Gd,1721,0,1721,0,2,1,3,TA,7,1,TA,Attchd,RFn,2,440,0,96,180000,1,38
135,20,RL,80.0,10400,Reg,Inside,NWAmes,1Story,7,6,Hip,Plywood,Plywood,BrkFace,288.0,TA,PConc,TA,No,Unf,0,1304,1304,Gd,1682,0,1682,0,2,0,3,TA,7,1,Gd,Attchd,Unf,2,530,98,0,174000,0,38
136,20,RL,69.0,10355,IR1,Corner,NAmes,1Story,5,5,Gable,MetalSd,MetalSd,BrkFace,196.0,TA,CBlock,TA,No,BLQ,695,519,1214,TA,1214,0,1214,0,2,0,3,TA,5,1,Fa,Attchd,RFn,1,318,0,111,143000,0,40
137,90,RL,82.0,11070,Reg,Inside,Mitchel,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,CBlock,TA,No,Unf,0,1907,1907,Gd,1959,0,1959,0,3,0,5,TA,9,0,None,2Types,Unf,3,766,0,0,171000,1,18
138,60,RL,73.0,9066,IR1,Inside,CollgCr,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,PConc,Gd,Mn,GLQ,668,336,1004,Ex,1004,848,1852,0,2,1,3,Gd,7,2,TA,Attchd,Fin,3,660,224,106,230000,1,9
139,60,RL,65.0,15426,IR1,Inside,CollgCr,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,GLQ,821,107,928,Ex,928,836,1764,1,2,1,3,Gd,7,0,None,Attchd,RFn,2,470,276,99,231500,0,12
140,20,RL,70.0,10500,Reg,FR2,NAmes,1Story,4,5,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,432,432,864,TA,864,0,864,0,1,0,3,TA,5,1,Po,None,None,0,0,0,0,115000,0,39
141,20,RL,78.0,11645,Reg,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,1300,434,1734,Ex,1734,0,1734,1,2,0,3,Gd,7,0,None,Attchd,Fin,2,660,160,24,260000,0,1
142,50,RL,71.0,8520,Reg,Corner,NAmes,1.5Fin,5,4,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,507,403,910,Fa,910,475,1385,0,2,0,4,TA,6,0,None,Detchd,Unf,2,720,0,0,166000,0,58
143,20,RL,78.0,10335,IR1,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,Gd,GLQ,679,811,1490,Ex,1501,0,1501,1,2,0,3,Gd,6,0,None,Attchd,RFn,2,577,144,29,204000,0,10
144,90,RM,70.0,9100,Reg,Inside,Sawyer,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,336.0,TA,CBlock,TA,No,Rec,1332,396,1728,TA,1728,0,1728,1,2,0,6,TA,10,0,None,Detchd,Unf,2,504,0,0,125000,0,43
145,160,RM,24.0,2522,Reg,Inside,Edwards,2Story,6,5,Gable,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,None,Detchd,Unf,2,380,0,40,130000,1,2
146,30,RM,51.0,6120,Reg,Corner,BrkSide,1Story,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,BLQ,209,506,715,TA,875,0,875,1,1,0,2,TA,5,0,None,Detchd,Unf,1,180,48,0,105000,1,78
147,60,RL,69.0,9505,IR1,CulDSac,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,180.0,Gd,PConc,Gd,No,Unf,0,884,884,Ex,884,1151,2035,0,2,1,3,Gd,8,1,Gd,BuiltIn,Fin,2,434,144,48,222500,0,9
148,20,RL,63.0,7500,Reg,Inside,SawyerW,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,120.0,TA,PConc,Gd,No,GLQ,680,400,1080,Ex,1080,0,1080,1,1,0,3,Gd,6,0,None,None,None,0,0,0,0,141000,1,4
149,50,RM,69.0,6240,Reg,Inside,BrkSide,1.5Fin,5,4,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Gd,No,Unf,0,896,896,Gd,896,448,1344,0,1,0,3,TA,7,0,None,Detchd,Unf,1,240,200,114,115000,1,70
150,20,RL,120.0,10356,Reg,Corner,CollgCr,1Story,5,6,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,BLQ,716,253,969,TA,969,0,969,0,1,1,3,TA,5,0,None,Attchd,Unf,2,440,0,0,122000,0,32
151,20,RL,107.0,13891,Reg,Inside,NridgHt,1Story,8,5,Hip,VinylSd,VinylSd,Stone,436.0,Gd,PConc,Ex,Gd,GLQ,1400,310,1710,Ex,1710,0,1710,1,2,0,2,Gd,6,1,Gd,Attchd,RFn,3,866,0,102,372402,1,1
152,60,RL,69.0,14803,IR1,CulDSac,NWAmes,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,252.0,TA,CBlock,TA,No,Rec,416,409,825,Gd,1097,896,1993,0,2,1,4,TA,8,1,Gd,Attchd,RFn,2,495,0,66,190000,0,35
153,20,RL,69.0,13500,Reg,Inside,ClearCr,1Story,6,7,Flat,BrkFace,Plywood,None,0.0,TA,CBlock,Gd,Gd,BLQ,429,93,1602,Gd,1252,0,1252,1,1,0,1,TA,4,1,Gd,Attchd,RFn,2,564,409,0,235000,1,48
154,30,RM,84.0,11340,Reg,Corner,OldTown,1Story,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,1200,1200,TA,1200,0,1200,0,1,0,4,TA,7,0,None,Detchd,Unf,1,312,0,0,125000,1,83
155,50,RL,60.0,9600,Reg,Corner,Edwards,1.5Fin,6,5,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,572,572,Fa,572,524,1096,0,1,0,2,TA,5,0,None,None,None,0,0,0,8,79000,1,84
156,20,RL,60.0,7200,Reg,Inside,NAmes,1Story,5,7,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,None,None,None,0,0,0,TA,1040,0,1040,0,1,0,2,TA,5,0,None,Detchd,Unf,2,625,0,0,109500,0,56
157,60,RL,92.0,12003,Reg,Corner,Timber,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,84.0,Gd,PConc,Ex,No,Unf,0,774,774,Ex,774,1194,1968,0,2,1,4,Ex,8,1,Gd,BuiltIn,Fin,3,680,0,75,269500,1,1
158,60,FV,100.0,12552,Reg,Corner,Somerst,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,222,769,991,Ex,991,956,1947,0,2,1,3,Gd,8,1,Gd,Attchd,RFn,2,678,0,136,254900,1,6
159,60,RL,134.0,19378,IR1,Corner,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,456.0,Gd,PConc,Gd,Mn,GLQ,57,1335,1392,Ex,1392,1070,2462,1,2,1,4,Gd,9,1,Gd,Attchd,RFn,2,576,239,132,320000,1,1
160,20,RL,69.0,11120,IR1,CulDSac,Veenker,1Story,6,6,Gable,Plywood,Plywood,None,0.0,TA,PConc,Gd,No,BLQ,660,572,1232,TA,1232,0,1232,0,2,0,3,TA,6,0,None,Attchd,Unf,2,516,0,0,162500,0,24
161,60,RL,110.0,13688,IR1,Inside,NridgHt,2Story,9,5,Gable,VinylSd,VinylSd,BrkFace,664.0,Gd,PConc,Ex,Av,GLQ,1016,556,1572,Ex,1572,1096,2668,1,2,1,3,Ex,10,2,Gd,BuiltIn,Fin,3,726,400,0,412500,1,5
162,20,RL,95.0,12182,Reg,Corner,NridgHt,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,226.0,Gd,PConc,Gd,Mn,BLQ,1201,340,1541,Ex,1541,0,1541,0,2,0,3,Gd,7,1,Gd,Attchd,RFn,2,532,0,70,220000,0,5
163,45,RL,55.0,5500,Reg,Inside,OldTown,1.5Unf,4,6,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,882,882,Ex,882,0,882,0,1,0,1,TA,4,0,None,None,None,0,0,0,0,103200,0,51
164,40,RM,40.0,5400,Reg,Corner,OldTown,1Story,6,7,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,Mn,LwQ,370,779,1149,Gd,1149,467,1616,0,2,0,3,Gd,5,0,None,Detchd,Unf,1,216,0,0,152000,1,81
165,190,RL,62.0,10106,Reg,Inside,Edwards,1.5Fin,5,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,ALQ,351,112,644,Gd,808,547,1355,1,2,0,4,TA,6,0,None,None,None,0,0,140,0,127500,1,68
166,20,RL,69.0,10708,IR1,Inside,ClearCr,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,No,LwQ,379,470,1617,Ex,1867,0,1867,1,1,0,2,TA,7,3,Gd,Attchd,Fin,1,303,476,0,190000,1,54
167,60,RL,86.0,10562,Reg,Inside,NridgHt,2Story,8,5,Gable,VinylSd,VinylSd,Stone,300.0,Gd,PConc,Ex,No,GLQ,1288,294,1582,Ex,1610,551,2161,1,1,1,3,Ex,8,1,Gd,Attchd,Fin,3,789,178,120,325624,0,0
168,60,RL,62.0,8244,IR1,Inside,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,840,840,Ex,840,880,1720,0,2,1,3,Gd,7,1,Gd,Attchd,Fin,2,440,100,48,183500,0,3
170,50,RM,69.0,12358,IR1,Inside,OldTown,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,360,360,720,TA,854,0,1382,0,1,1,2,TA,7,0,None,Detchd,Unf,2,660,237,0,128500,1,66
171,20,RL,141.0,31770,IR1,Corner,NAmes,1Story,6,5,Hip,BrkFace,Plywood,Stone,112.0,TA,CBlock,TA,Gd,BLQ,639,441,1080,Fa,1656,0,1656,1,1,0,3,TA,7,2,Gd,Attchd,Fin,2,528,210,62,215000,0,50
172,160,RL,44.0,5306,IR1,Inside,StoneBr,2Story,7,7,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,No,GLQ,495,354,1064,Gd,1064,703,1767,1,2,0,2,Gd,5,1,TA,Attchd,RFn,2,504,441,35,239000,0,19
173,20,RL,80.0,10197,IR1,Inside,NAmes,1Story,6,5,Gable,WdShing,Wd Shng,BrkCmn,491.0,TA,CBlock,TA,No,ALQ,288,700,1362,TA,1362,0,1362,1,1,1,3,TA,6,1,TA,Attchd,Unf,2,504,0,20,163000,0,47
174,20,RL,47.0,12416,IR1,Inside,Timber,1Story,6,5,Gable,VinylSd,Plywood,Stone,132.0,TA,CBlock,Gd,No,ALQ,1398,0,1606,TA,1651,0,1651,1,2,0,3,TA,7,1,TA,Attchd,Fin,2,616,192,0,184000,0,22
175,20,RL,84.0,12615,Reg,Corner,Edwards,1Story,6,7,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,Av,ALQ,477,725,1202,TA,2158,0,2158,1,2,0,4,Gd,7,1,Gd,Attchd,Unf,2,576,0,29,243000,1,57
176,60,RL,97.0,10029,IR1,Corner,ClearCr,2Story,6,5,Gable,Plywood,Plywood,BrkFace,268.0,Gd,PConc,Gd,No,GLQ,831,320,1151,TA,1164,896,2060,0,2,1,4,TA,8,1,TA,Attchd,Unf,2,521,0,228,211000,1,19
177,50,RL,69.0,13650,Reg,Inside,Sawyer,1.5Fin,5,5,Gable,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,No,ALQ,57,554,1052,Ex,1252,668,1920,1,2,0,4,Gd,8,1,Gd,Attchd,Unf,2,451,0,0,172500,0,48
179,30,RM,60.0,8520,Reg,Inside,OldTown,1Story,5,6,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,No,Unf,0,968,968,TA,968,0,968,0,1,0,2,TA,5,0,None,Detchd,Unf,2,480,0,0,100000,1,84
180,160,FV,69.0,2117,Reg,Inside,Somerst,2Story,6,5,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,PConc,Gd,No,GLQ,436,320,756,Ex,769,756,1525,0,2,1,3,Gd,5,1,TA,Detchd,Unf,2,440,0,0,177000,0,7
181,70,RL,54.0,7588,Reg,Inside,Crawfor,2Story,7,6,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,Fa,No,LwQ,352,441,793,Gd,901,901,1802,0,1,1,4,TA,9,1,Gd,Detchd,Unf,1,216,0,0,200100,1,86
182,20,RL,60.0,9060,Reg,Inside,Edwards,1Story,5,6,Hip,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,PConc,None,None,None,0,0,0,Ex,1340,0,1340,0,1,0,3,TA,7,1,Gd,Attchd,RFn,1,252,116,0,120000,1,50
183,50,RM,63.0,11426,Reg,Inside,OldTown,1.5Fin,7,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,1362,1362,Ex,1362,720,2082,0,2,1,3,Gd,6,0,None,Detchd,Unf,2,484,280,238,200000,0,5
184,50,RL,92.0,7438,IR1,Inside,BrkSide,1.5Fin,5,8,Gable,AsbShng,Plywood,None,0.0,TA,PConc,Fa,No,Unf,0,504,504,Gd,936,316,1252,0,1,0,3,TA,5,0,None,Attchd,Unf,2,576,104,0,127000,1,98
185,75,RM,90.0,22950,IR2,Inside,OldTown,2.5Fin,10,9,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,Mn,Unf,0,1107,1107,Ex,1518,1518,3608,0,2,1,4,Ex,12,2,TA,Detchd,Unf,3,840,0,260,475000,1,114
186,80,RL,69.0,9947,IR1,CulDSac,Mitchel,SLvl,7,5,Gable,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,Av,GLQ,611,577,1188,Ex,1217,0,1217,1,2,0,3,Gd,6,0,None,Attchd,Unf,2,497,168,27,173000,1,19
187,50,RL,60.0,10410,Reg,Inside,OldTown,1.5Fin,5,7,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Fa,No,Unf,0,660,660,Ex,808,704,1656,0,2,1,3,TA,8,0,None,Detchd,Unf,1,180,0,0,135000,1,93
188,90,RL,64.0,7018,Reg,Inside,SawyerW,SFoyer,5,5,Gable,Plywood,Plywood,Stone,275.0,TA,CBlock,Gd,Av,GLQ,1086,0,1086,TA,1224,0,1224,2,0,2,2,TA,6,2,TA,Detchd,Unf,2,528,120,0,153337,0,30
189,120,RL,41.0,4923,Reg,Inside,StoneBr,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Ex,Av,GLQ,1153,440,1593,Ex,1593,0,1593,1,1,1,0,Ex,5,1,Gd,Attchd,Fin,2,682,0,120,286000,1,7
190,70,RL,70.0,10570,Reg,Inside,Crawfor,2Story,8,8,Hip,BrkFace,BrkFace,None,0.0,Gd,CBlock,Gd,No,Rec,297,556,853,TA,1549,1178,2727,0,2,1,3,Gd,10,2,TA,Detchd,Unf,2,440,0,74,315000,1,75
191,60,RL,69.0,7472,IR1,CulDSac,NAmes,2Story,7,9,Gable,HdBoard,HdBoard,BrkFace,138.0,TA,CBlock,TA,No,ALQ,626,99,725,Gd,725,754,1479,1,1,1,4,Gd,7,0,None,Attchd,Fin,2,484,0,32,184000,1,35
192,20,RL,68.0,9017,IR1,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,560,871,1431,Ex,1431,0,1431,1,2,0,3,Gd,6,0,None,Attchd,Fin,2,666,0,35,192000,0,10
193,160,RM,24.0,2522,Reg,Inside,Edwards,2Story,7,5,Gable,VinylSd,VinylSd,Stone,50.0,Gd,PConc,Gd,No,Unf,0,970,970,Ex,970,739,1709,0,2,0,3,Gd,7,0,None,Detchd,Unf,2,380,0,40,130000,0,2
194,20,RL,60.0,7180,IR1,Inside,CollgCr,1Story,5,7,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,Av,ALQ,390,474,864,TA,864,0,864,0,1,0,3,TA,5,0,None,Detchd,Unf,1,352,0,0,127000,0,36
195,160,RL,24.0,2280,Reg,FR2,NPkVill,2Story,6,6,Gable,Plywood,Brk Cmn,None,0.0,TA,CBlock,Gd,No,ALQ,566,289,855,TA,855,601,1456,0,2,1,3,TA,7,1,TA,Attchd,Unf,2,440,87,0,148500,0,33
196,20,RL,79.0,9416,Reg,Inside,Somerst,1Story,7,5,Hip,CemntBd,CmentBd,Stone,205.0,Ex,PConc,Ex,No,GLQ,1126,600,1726,Ex,1726,0,1726,1,2,0,3,Ex,8,1,Gd,Attchd,Fin,3,786,171,138,311872,0,0
197,75,RL,174.0,25419,Reg,Corner,NAmes,2Story,8,4,Gable,Stucco,Stucco,None,0.0,Gd,PConc,TA,No,GLQ,1036,140,1360,Gd,1360,1360,3112,1,2,0,4,Gd,8,1,Ex,Detchd,Unf,2,795,0,16,235000,1,88
198,75,RM,92.0,5520,Reg,Corner,OldTown,2.5Fin,6,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,755,755,Ex,929,929,2229,0,1,0,5,TA,8,0,None,None,None,0,0,0,198,104000,1,97
